"Symbol","Company","Industry","Series","Face Value(Rs.)","Purpose","Ex-Date","Record Date","BC Start Date","BC End Date","No Delivery Start Date","No Delivery End Date"
"GALAXYSURF","Galaxy Surfactants Limited","-","EQ","10"," Interim Dividend - Rs 5 Per Share","09-Apr-2019","10-Apr-2019","-","-","-","-"
"KOLTEPATIL","Kolte - Patil Developers Limited","-","EQ","10"," Interim Dividend - Rs 1.40 Per Share","09-Apr-2019","10-Apr-2019","-","-","-","-"
"HTMEDIA","HT Media Limited","-","EQ","2"," Demerger","09-Apr-2019","10-Apr-2019","-","-","-","-"
"EXPLEOSOL","Expleo Solutions Limited","-","EQ","10"," Buy Back","11-Apr-2019","12-Apr-2019","-","-","-","-"
"MUTHOOTFIN","Muthoot Finance Limited","-","EQ","10"," Interim Dividend - Rs 12 Per Share","11-Apr-2019","13-Apr-2019","-","-","-","-"
"INDNIPPON","India Nippon Electricals Limited","-","EQ","5"," Interim Dividend - Rs 4 Per Share","12-Apr-2019","15-Apr-2019","-","-","-","-"
"VESUVIUS","Vesuvius India Limited","-","EQ","10"," Dividend - Rs 7 Per Share","16-Apr-2019","18-Apr-2019","-","-","-","-"
"107GS2020","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","16-Apr-2019","20-Apr-2019","-","-","-","-"
"BALRAMCHIN","Balrampur Chini Mills Limited","-","EQ","1"," Buy Back","16-Apr-2019","18-Apr-2019","-","-","-","-"
"GNA","GNA Axles Limited","-","EQ","10"," Extra Ordinary General Meeting","16-Apr-2019","21-Apr-2019","-","-","-","-"
"FOSECOIND","Foseco India Limited","-","EQ","10"," Dividend - Rs 10 Per Share","16-Apr-2019","-","19-Apr-2019","26-Apr-2019","-","-"
"SCHAEFFLER","Schaeffler India Limited","-","EQ","10"," Annual General Meeting/ Final Dividend - Rs 20 Per Share / Special Dividend - Rs 10 Per Share","22-Apr-2019","-","24-Apr-2019","30-Apr-2019","-","-"
"MOLDTECH","Mold-Tek Technologies Limited","-","EQ","2"," Interim Dividend - Rs 0.80 Per Share","23-Apr-2019","24-Apr-2019","-","-","-","-"
"PRAKASH","Prakash Industries Limited","-","EQ","10"," Demerger","23-Apr-2019","24-Apr-2019","-","-","-","-"
"BHARTIARTL","Bharti Airtel Limited","-","EQ","5"," Rights 19:67 @ Premium Rs 215 Per Share","23-Apr-2019","24-Apr-2019","-","-","-","-"
"PAPERPROD","Huhtamaki PPL Limited","-","EQ","2"," Annual General Meeting / Dividend -Rs 3 Per Share","24-Apr-2019","-","26-Apr-2019","09-May-2019","-","-"
"772GS2055","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","24-Apr-2019","25-Apr-2019","-","-","-","-"
"RAJOIL","Raj Oil Mills Limited","-","EQ","10"," Annual General Meeting(Dt Rev)","25-Apr-2019","-","27-Apr-2019","04-May-2019","-","-"
"MINDTREE","MindTree Limited","-","EQ","10"," Interim Dividend - Rs 3 Per Share","25-Apr-2019","27-Apr-2019","-","-","-","-"
"MAHINDCIE","Mahindra CIE Automotive Limited","-","EQ","10"," Annual General Meeting","25-Apr-2019","-","30-Apr-2019","06-May-2019","-","-"
"SANOFI","Sanofi India Limited","-","EQ","10"," Annual General Meeting / Dividend - Rs 66 Per Share","25-Apr-2019","-","30-Apr-2019","07-May-2019","-","-"
"KSB","Ksb Limited","-","EQ","10"," Annual General Meeting / Dividend - Rs 6 Per Share","25-Apr-2019","-","28-Apr-2019","08-May-2019","-","-"
"QUICKHEAL","Quick Heal Technologies Limited","-","EQ","10"," Buy Back","25-Apr-2019","26-Apr-2019","-","-","-","-"
"ABB","ABB India Limited","-","EQ","2"," Annual General Meeting/Dividend - Rs 4.80 Per Share","26-Apr-2019","-","02-May-2019","08-May-2019","-","-"
"INDIGRID","India Grid Trust","-","IV","100"," Distribution - Interest Payment Rs 3 Per Unit","26-Apr-2019","30-Apr-2019","-","-","-","-"
"RAIN","Rain Industries Limited","-","EQ","2"," Annual General Meeting","26-Apr-2019","-","02-May-2019","08-May-2019","-","-"
"78GS2020","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","30-Apr-2019","02-May-2019","-","-","-","-"
"NESTLEIND","Nestle India Limited","-","EQ","10"," Annual General Meeting/ Dividend - Rs 25 Per Share","30-Apr-2019","-","03-May-2019","04-May-2019","-","-"
"SRSLTD","SRS Limited","-","EQ","10"," Annual General Meeting","06-May-2019","-","08-May-2019","14-May-2019","-","-"
"879GS2021","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","06-May-2019","07-May-2019","-","-","-","-"
"CRISIL","CRISIL Limited","-","EQ","1"," Interim Dividend - Rs 6 Per Share","06-May-2019","07-May-2019","-","-","-","-"
"GMBREW","GM Breweries Limited","-","EQ","10"," Annual General Meeting/ Dividend Rs 3 Per Share","06-May-2019","-","08-May-2019","14-May-2019","-","-"
"NESTLEIND","Nestle India Limited","-","EQ","10"," Interim Dividend - Rs 23 Per Share","06-May-2019","07-May-2019","-","-","-","-"
"HEXAWARE","Hexaware Technologies Limited","-","EQ","2"," Interim Dividend - Rs 2.50 Per Share","07-May-2019","08-May-2019","-","-","-","-"
"761GS2030","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","07-May-2019","08-May-2019","-","-","-","-"
"INFRATEL","Bharti Infratel Limited","-","EQ","10"," Interim Dividend - Rs 7.50 Per Share","07-May-2019","08-May-2019","-","-","-","-"
"IBULHSGFIN","Indiabulls Housing Finance Limited","-","EQ","2"," Interim Dividend - Rs 10 Per Share","07-May-2019","08-May-2019","-","-","-","-"
"824GS2033","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","08-May-2019","09-May-2019","-","-","-","-"
"LINDEINDIA","Linde India Limited","-","EQ","10"," Annual General Meeting / Dividend - Rs 1.50 Per Share","08-May-2019","-","10-May-2019","16-May-2019","-","-"
"IBVENTURES","Indiabulls Ventures Limited","-","EQ","2"," Interim Dividend - Re 1 Per Share","08-May-2019","09-May-2019","-","-","-","-"
"MOLDTKPAC","Mold-Tek Packaging Limited","-","EQ","5"," Interim Dividend - Rs 2 Per Share","09-May-2019","10-May-2019","-","-","-","-"
"NAM-INDIA","Nippon Life India Asset Management Limited","-","EQ","10"," Interim Dividend - Rs 3 Per Share","09-May-2019","10-May-2019","-","-","-","-"
"HATSUN","Hatsun Agro Product Limited","-","EQ","1"," Interim Dividend - Rs 2 Per Share","09-May-2019","10-May-2019","-","-","-","-"
"ECLERX","eClerx Services Limited","-","EQ","10"," Buy Back","09-May-2019","10-May-2019","-","-","-","-"
"IRBINVIT","IRB InvIT Fund","-","IV","102"," Fourth Distribution - Interest Payment Rs 2.20 Per Unit/ Return Of Capital Re 0.90 Per Unit","09-May-2019","10-May-2019","-","-","-","-"
"CASTROLIND","Castrol India Limited","-","EQ","5"," Annual General Meeting/ Dividend - Rs 2.75 Per Share","09-May-2019","-","11-May-2019","15-May-2019","-","-"
"915GS2024","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","10-May-2019","13-May-2019","-","-","-","-"
"835GS2022","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","10-May-2019","13-May-2019","-","-","-","-"
"JMFINANCIL","JM Financial Limited","-","EQ","1"," Annual General Meeting/Dividend - Re 0.50 Per Share","10-May-2019","-","14-May-2019","17-May-2019","-","-"
"GODREJCP","Godrej Consumer Products Limited","-","EQ","1"," Interim Dividend - Rs 2 Per Share","10-May-2019","13-May-2019","-","-","-","-"
"679GS2027","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","13-May-2019","14-May-2019","-","-","-","-"
"JMA","Jullundur Motor Agency (Delhi) Limited","-","EQ","2"," Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share","14-May-2019","15-May-2019","-","-","-","-"
"TTKPRESTIG","TTK Prestige Limited","-","EQ","10"," Bonus 1:5","15-May-2019","16-May-2019","-","-","-","-"
"ENTEGRA","Entegra Limited","-","EQ","10"," Annual General Meeting","16-May-2019","-","20-May-2019","27-May-2019","-","-"
"HCLTECH","HCL Technologies Limited","-","EQ","2"," Interim Dividend - Rs 2 Per Share","16-May-2019","17-May-2019","-","-","-","-"
"716GS2023","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","16-May-2019","17-May-2019","-","-","-","-"
"TATACOFFEE","Tata Coffee Limited","-","EQ","1"," Annual General Meeting/ Dividend - Rs 1.50 Per Share","20-May-2019","-","22-May-2019","03-Jun-2019","-","-"
"SUNDRMFAST","Sundram Fasteners Limited","-","EQ","1"," Interim Dividend - Rs 3.10 Per Share","20-May-2019","21-May-2019","-","-","-","-"
"ADVANIHOTR","Advani Hotels & Resorts (India) Limited","-","EQ","2"," Interim Dividend - Rs 1.40 Per Share","21-May-2019","22-May-2019","-","-","-","-"
"GDL","Gateway Distriparks Limited","-","EQ","10"," Interim Dividend - Rs 4.50 Per Share","21-May-2019","22-May-2019","-","-","-","-"
"GHCL","GHCL Limited","-","EQ","10"," Annual General Meeting/ Dividend - Rs 5 Per Share","22-May-2019","23-May-2019","-","-","-","-"
"ITC","ITC Limited","-","EQ","1"," Dividend - Rs 5.75 Per Share","22-May-2019","-","24-May-2019","27-May-2019","-","-"
"794GS2021","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","22-May-2019","23-May-2019","-","-","-","-"
"RSYSTEMS","R Systems International Limited","-","EQ","1"," Annual General Meeting","22-May-2019","-","24-May-2019","28-May-2019","-","-"
"MADHAV","Madhav Marbles and Granites Limited","-","EQ","10"," Extra Ordinary General Meeting","22-May-2019","-","24-May-2019","31-May-2019","-","-"
"815GS2026","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","22-May-2019","23-May-2019","-","-","-","-"
"RAMSARUP","Ramsarup Industries Limited","-","EQ","10"," Annual General Meeting","22-May-2019","-","24-May-2019","30-May-2019","-","-"
"883GS2023","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","23-May-2019","24-May-2019","-","-","-","-"
"772GS2025","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","23-May-2019","24-May-2019","-","-","-","-"
"INDINFR","IndInfravit Trust","-","IV","100"," First Distribution - Interest Payment Rs 2.99 Per Unit/ Return Of Capital Re 1.74 Per Unit","23-May-2019","24-May-2019","-","-","-","-"
"RAYMOND","Raymond Limited","-","EQ","10"," Annual General Meeting/ Dividend - Rs 3 Per Share","23-May-2019","-","25-May-2019","05-Jun-2019","-","-"
"PGHL","Procter & Gamble Health Limited","-","EQ","10"," Annual General Meeting / Special Dividend - Rs 416 Per Share/ Final Dividend - Rs 24 Per Share","23-May-2019","-","25-May-2019","31-May-2019","-","-"
"APCOTEXIND","Apcotex Industries Limited","-","EQ","2"," Annual General Meeting/Dividend Rs 7.50 Per Sh","23-May-2019","-","25-May-2019","03-Jun-2019","-","-"
"DCBBANK","DCB Bank Limited","-","EQ","10"," Annual General Meeting/ Dividend - Re 1 Per Share","23-May-2019","-","25-May-2019","01-Jun-2019","-","-"
"TATACONSUM","TATA CONSUMER PRODUCTS LIMITED","-","EQ","1"," Annual General Meeting/ Dividend - Rs 2.50 Per Share","24-May-2019","-","28-May-2019","04-Jun-2019","-","-"
"662GS2051","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","24-May-2019","27-May-2019","-","-","-","-"
"MANAPPURAM","Manappuram Finance Limited","-","EQ","2"," Interim Dividend - Re 0.55 Per Share","27-May-2019","28-May-2019","-","-","-","-"
"DBCORP","D.B.Corp Limited","-","EQ","10"," Interim Dividend - Rs 8  Per Share","27-May-2019","28-May-2019","-","-","-","-"
"5PAISA","5Paisa Capital Limited","-","EQ","10"," Rights 1:1 @ Premium Rs 70 Per Share","28-May-2019","29-May-2019","-","-","-","-"
"POLYPLEX","Polyplex Corporation Limited","-","EQ","10"," Interim Dividend Rs 31 Per Share","28-May-2019","29-May-2019","-","-","-","-"
"GAMMONIND","Gammon India Limited","-","EQ","2"," Annual General Meeting","28-May-2019","-","30-May-2019","07-Jun-2019","-","-"
"UPL","UPL Limited","-","EQ","2"," Dividend - Rs 8 Per Share","28-May-2019","29-May-2019","-","-","-","-"
"1025GS2021","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","29-May-2019","30-May-2019","-","-","-","-"
"TRIDENT","Trident Limited","-","EQ","1"," Annual General Meeting/ Dividend - Re 0.60 Per Share","29-May-2019","-","31-May-2019","31-May-2019","-","-"
"APTECHT","Aptech Limited","-","EQ","10"," Interim Dividend Rs - 3.50 Per Share","30-May-2019","31-May-2019","-","-","-","-"
"86GS2028","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","30-May-2019","01-Jun-2019","-","-","-","-"
"DCM","DCM  Limited","-","EQ","10"," Demerger","30-May-2019","31-May-2019","-","-","-","-"
"CYIENT","Cyient Limited","-","EQ","5"," Annual General Meeting/ Dividend - Rs 9 Per Share","30-May-2019","-","03-Jun-2019","06-Jun-2019","-","-"
"ALLSEC","Allsec Technologies Limited","-","EQ","10"," Interim Dividend - Rs 10 Per Share","30-May-2019","31-May-2019","-","-","-","-"
"MRPL","Mangalore Refinery and Petrochemicals Limited","-","EQ","10"," Dividend Rs - 1 Per Share","30-May-2019","-","03-Jun-2019","07-Jun-2019","-","-"
"817GS2044","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","30-May-2019","31-May-2019","-","-","-","-"
"PAGEIND","Page Industries Limited","-","EQ","10"," Interim Dividend - Rs 41 Per Share","30-May-2019","01-Jun-2019","-","-","-","-"
"IIFL","IIFL Finance Limited","-","EQ","2"," Scheme Of Arrangement","30-May-2019","31-May-2019","-","-","-","-"
"613GS2028","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","31-May-2019","03-Jun-2019","-","-","-","-"
"897GS2030","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","03-Jun-2019","04-Jun-2019","-","-","-","-"
"657GS2033","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","03-Jun-2019","04-Jun-2019","-","-","-","-"
"YESBANK","Yes Bank Limited","-","EQ","2"," Annual General Meeting/ Dividend - Rs 2 Per Share","03-Jun-2019","-","06-Jun-2019","12-Jun-2019","-","-"
"AVADHSUGAR","Avadh Sugar & Energy Limited","-","EQ","10"," Dividend Rs 3 Per Share","03-Jun-2019","-","05-Jun-2019","07-Jun-2019","-","-"
"MAGADSUGAR","Magadh Sugar & Energy Limited","-","EQ","10"," Dividend Rs -2 Per Share","03-Jun-2019","-","05-Jun-2019","07-Jun-2019","-","-"
"833GS2036","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","04-Jun-2019","06-Jun-2019","-","-","-","-"
"COLPAL","Colgate Palmolive (India) Limited","-","EQ","1"," Interim Dividend - Rs 8 Per Share","04-Jun-2019","06-Jun-2019","-","-","-","-"
"TATAPOWER","Tata Power Company Limited","-","EQ","1"," Annual General Meeting/Dividend - Rs 1.30 Per","04-Jun-2019","-","07-Jun-2019","18-Jun-2019","-","-"
"TCS","Tata Consultancy Services Limited","-","EQ","1"," Dividend - Rs 18 Per Share","04-Jun-2019","06-Jun-2019","-","-","-","-"
"HINDPETRO","Hindustan Petroleum Corporation Limited","-","EQ","10"," Dividend Rs - 9.40 Per Share","06-Jun-2019","-","10-Jun-2019","14-Jun-2019","-","-"
"FDC","FDC Limited","-","EQ","1"," Buyback","06-Jun-2019","07-Jun-2019","-","-","-","-"
"GEECEE","GeeCee Ventures Limited","-","EQ","10"," Buyback","06-Jun-2019","07-Jun-2019","-","-","-","-"
"UFO","UFO Moviez India Limited","-","EQ","10"," Interim Dividend Rs - 12.50 Per Share/ Special Dividend Rs - 15.00 Per Share","06-Jun-2019","07-Jun-2019","-","-","-","-"
"827GS2020","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","06-Jun-2019","07-Jun-2019","-","-","-","-"
"812GS2020","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","06-Jun-2019","07-Jun-2019","-","-","-","-"
"NATCOPHARM","Natco Pharma Limited","-","EQ","2"," Interim Dividend - Rs 1.25 Per Share","06-Jun-2019","07-Jun-2019","-","-","-","-"
"MMFL","MM Forgings Limited","-","EQ","10"," Interim Dividend - Rs 2.5 Per Share","07-Jun-2019","10-Jun-2019","-","-","-","-"
"815GS2022A","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","07-Jun-2019","10-Jun-2019","-","-","-","-"
"JSWHL","JSW Holdings Limited","-","EQ","10"," Annual General Meeting","07-Jun-2019","-","11-Jun-2019","14-Jun-2019","-","-"
"NAVINFLUOR","Navin Fluorine International Limited","-","EQ","2"," Dividend Rs - 4 Per Share","07-Jun-2019","-","11-Jun-2019","14-Jun-2019","-","-"
"617GS2023","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","10-Jun-2019","11-Jun-2019","-","-","-","-"
"883GS2041","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","10-Jun-2019","11-Jun-2019","-","-","-","-"
"MONSANTO","Monsanto India Limited","-","EQ","10"," Annual General Meeting/Dividend - Rs 25 Per Share","10-Jun-2019","-","12-Jun-2019","14-Jun-2019","-","-"
"IMPAL","India Motor Parts and Accessories Limited","-","EQ","10"," Interim Dividend - Rs 10 Per Share","10-Jun-2019","11-Jun-2019","-","-","-","-"
"SOTL","Savita Oil Technologies Limited","-","EQ","10"," Buyback","11-Jun-2019","12-Jun-2019","-","-","-","-"
"SYNGENE","Syngene International Limited","-","EQ","10"," Bonus 1:1","11-Jun-2019","12-Jun-2019","-","-","-","-"
"EXCELCROP","Excel Crop Care Limited","-","EQ","5"," Interim Dividend - Rs 6.25 Per Share","11-Jun-2019","12-Jun-2019","-","-","-","-"
"ESSELPACK","Essel Propack Limited","-","EQ","2"," Dividend - Rs 1.25 Per Share","11-Jun-2019","12-Jun-2019","-","-","-","-"
"BIOCON","Biocon Limited","-","EQ","5"," Bonus 1:1","12-Jun-2019","13-Jun-2019","-","-","-","-"
"INDHOTEL","The Indian Hotels Company Limited","-","EQ","1"," Annual General Meeting/Dividend Rs 0.50 Per Share","12-Jun-2019","-","14-Jun-2019","20-Jun-2019","-","-"
"772GS2049","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","13-Jun-2019","14-Jun-2019","-","-","-","-"
"TORNTPOWER","Torrent Power Limited","-","EQ","10"," Annual General Meeting/Dividend - Rs 5 Per Share","13-Jun-2019","14-Jun-2019","-","-","-","-"
"INFY","Infosys Limited","-","EQ","5"," Annual General Meeting/Dividend- Rs 10.50 Per Share","13-Jun-2019","-","15-Jun-2019","15-Jun-2019","-","-"
"ASIANPAINT","Asian Paints Limited","-","EQ","1"," Dividend Rs -7.65 Per Share","13-Jun-2019","-","15-Jun-2019","27-Jun-2019","-","-"
"768GS2023","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","13-Jun-2019","14-Jun-2019","-","-","-","-"
"TORNTPHARM","Torrent Pharmaceuticals Limited","-","EQ","5"," Dividend Rs 4 Per Share","13-Jun-2019","14-Jun-2019","-","-","-","-"
"KANSAINER","Kansai Nerolac Paints Limited","-","EQ","1"," Annual General Meeting/Dividend - Rs 2.60 Per Share","13-Jun-2019","-","15-Jun-2019","21-Jun-2019","-","-"
"VISHNU","Vishnu Chemicals Limited","-","EQ","10"," Dividend Re 1 Per Sh","13-Jun-2019","-","15-Jun-2019","27-Jun-2019","-","-"
"CHOLAFIN","Cholamandalam Investment and Finance Company Limited","-","EQ","2"," Face Value Split (Sub-Division) - From Rs 10/- Per Share To Rs 2/- Per Share","14-Jun-2019","17-Jun-2019","-","-","-","-"
"684GS2022","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","17-Jun-2019","18-Jun-2019","-","-","-","-"
"773GS2034","GOVERNMENT OF INDIA","-","GS","100"," Interest Payment","17-Jun-2019","18-Jun-2019","-","-","-","-"
"BANKBARODA","Bank of Baroda","-","EQ","2"," Annual General Meeting","18-Jun-2019","-","20-Jun-2019","27-Jun-2019","-","-"
"POLYCAB","Polycab India Limited","-","EQ","10"," Dividend - Rs 3 Per Share","18-Jun-2019","-","20-Jun-2019","26-Jun-2019","-","-"
"MASFIN","MAS Financial Services Limited","-","EQ","10"," Dividend Rs -3.60 Per Share","18-Jun-2019","-","20-Jun-2019","26-Jun-2019","-","-"
"TRIVENI","Triveni Engineering & Industries Limited","-","EQ","1"," Buyback","18-Jun-2019","19-Jun-2019","-","-","-","-"
"KPRMILL","K.P.R. Mill Limited","-","EQ","5"," Buyback","18-Jun-2019","19-Jun-2019","-","-","-","-"
"SIS","Security and Intelligence Services (India) Limited","-","EQ","5"," Annual General Meeting/ Dividend - Rs 3.50 Per Sahre","19-Jun-2019","-","21-Jun-2019","21-Jun-2019","-","-"
"SRTRANSFIN","Shriram Transport Finance Company Limited","-","EQ","10"," Annual General Meeting/Dividend - Rs 7 Per Share","19-Jun-2019","-","21-Jun-2019","27-Jun-2019","-","-"
"RALLIS","Rallis India Limited","-","EQ","1"," Annual General Meeting/ Dividend - Rs 2.50 Per Share","19-Jun-2019","-","21-Jun-2019","28-Jun-2019","-","-"
"SHK","S H Kelkar and Company Limited","-","EQ","10"," Buyback","19-Jun-2019","20-Jun-2019","-","-","-","-"
"CORPBANK","Corporation Bank","-","EQ","2"," Annual General Meeting","19-Jun-2019","-","21-Jun-2019","29-Jun-2019","-","-"
"UCOBANK","UCO Bank","-","EQ","10"," Annual General Meeting","19-Jun-2019","-","21-Jun-2019","26-Jun-2019","-","-"
"DEEPAKNTR","Deepak Nitrite Limited","-","EQ","2"," Annual General Meeting/Dividend - Rs 2 Per Share","19-Jun-2019","-","21-Jun-2019","28-Jun-2019","-","-"
"MAHABANK","Bank of Maharashtra","-","EQ","10"," Annual General Meeting","19-Jun-2019","-","21-Jun-2019","27-Jun-2019","-","-"
"UNITEDBNK","United Bank of India","-","EQ","10"," Annual General Meeting","19-Jun-2019","-","21-Jun-2019","27-Jun-2019","-","-"
"CHEMFAB","Chemfab Alkalis Limited","-","EQ","10"," Dividend - Rs 1.25 Per Share","19-Jun-2019","-","21-Jun-2019","27-Jun-2019","-","-"
"ICICIGI","ICICI Lombard General Insurance Company Limited","-","EQ","10"," Annual General Meeting/ Dividend - Rs 3.50 Per Share","19-Jun-2019","-","21-Jun-2019","27-Jun-2019","-","-"
"ALBK","Allahabad Bank","-","EQ","10"," Annual General Meeting","20-Jun-2019","-","22-Jun-2019","28-Jun-2019","-","-"
"BAFNAPHARM","Bafna Pharmaceuticals Limited","-","EQ","10"," Annual General Meeting","20-Jun-2019","-","24-Jun-2019","27-Jun-2019","-","-"
